obj_code,exemplar,background,location_index,clicked,participant,correct_answer,corr_count
403,e3,a_background,8,acousticguitar,ppn27,acousticguitar,1
403,e6,a_background,2,loudspeaker,ppn27,acousticguitar,0
403,e9,a_background,1,acousticguitar,ppn27,acousticguitar,1
403,e7,t_background,3,acousticguitar,ppn27,acousticguitar,1
403,e1,t_background,6,acousticguitar,ppn27,acousticguitar,1
403,e4,t_background,9,microphone,ppn27,acousticguitar,0
403,e8,w_background,5,acousticguitar,ppn27,acousticguitar,1
403,e5,w_background,7,acousticguitar,ppn27,acousticguitar,1
403,e2,w_background,4,printer,ppn27,acousticguitar,0
405,e6,a_background,9,tablelamp,ppn27,airliner,0
405,e3,a_background,6,limousine,ppn27,airliner,0
405,e9,a_background,3,airliner,ppn27,airliner,1
405,e4,t_background,7,limousine,ppn27,airliner,0
405,e1,t_background,4,airliner,ppn27,airliner,1
405,e7,t_background,1,airliner,ppn27,airliner,1
405,e2,w_background,5,airliner,ppn27,airliner,1
405,e8,w_background,2,airliner,ppn27,airliner,1
405,e5,w_background,8,airliner,ppn27,airliner,1
436,e3,a_background,2,bathtub,ppn27,bathtub,1
436,e6,a_background,3,wallclock,ppn27,bathtub,0
436,e9,a_background,6,speedboat,ppn27,bathtub,0
436,e1,t_background,7,remote,ppn27,bathtub,0
436,e7,t_background,5,bathtub,ppn27,bathtub,1
436,e4,t_background,4,tablelamp,ppn27,bathtub,0
436,e8,w_background,8,bathtub,ppn27,bathtub,1
436,e5,w_background,9,bathtub,ppn27,bathtub,1
436,e2,w_background,1,bathtub,ppn27,bathtub,1
449,e3,a_background,4,birdhouse,ppn27,birdhouse,1
449,e6,a_background,2,tablelamp,ppn27,birdhouse,0
449,e9,a_background,3,loudspeaker,ppn27,birdhouse,0
449,e4,t_background,1,laptop,ppn27,birdhouse,0
449,e7,t_background,6,birdhouse,ppn27,birdhouse,1
449,e1,t_background,8,birdhouse,ppn27,birdhouse,1
449,e2,w_background,7,printer,ppn27,birdhouse,0
449,e8,w_background,9,tablelamp,ppn27,birdhouse,0
449,e5,w_background,5,birdhouse,ppn27,birdhouse,1
469,e6,a_background,2,cab,ppn27,cab,1
469,e3,a_background,6,screen,ppn27,cab,0
469,e9,a_background,1,cab,ppn27,cab,1
469,e4,t_background,3,cab,ppn27,cab,1
469,e1,t_background,5,sportscar,ppn27,cab,0
469,e7,t_background,4,cab,ppn27,cab,1
469,e5,w_background,9,cab,ppn27,cab,1
469,e8,w_background,7,cab,ppn27,cab,1
469,e2,w_background,8,schoolbus,ppn27,cab,0
473,e3,a_background,4,sportscar,ppn27,canoe,0
473,e9,a_background,8,dishwasher,ppn27,canoe,0
473,e6,a_background,7,mailbox,ppn27,canoe,0
473,e1,t_background,2,airliner,ppn27,canoe,0
473,e7,t_background,5,remote,ppn27,canoe,0
473,e4,t_background,9,speedboat,ppn27,canoe,0
473,e5,w_background,3,mailbox,ppn27,canoe,0
473,e8,w_background,6,bathtub,ppn27,canoe,0
473,e2,w_background,1,bathtub,ppn27,canoe,0
488,e6,a_background,5,cellulartelephone,ppn27,cellulartelephone,1
488,e9,a_background,4,cellulartelephone,ppn27,cellulartelephone,1
488,e3,a_background,6,cellulartelephone,ppn27,cellulartelephone,1
488,e1,t_background,9,schoolbus,ppn27,cellulartelephone,0
488,e4,t_background,3,cellulartelephone,ppn27,cellulartelephone,1
488,e7,t_background,8,remote,ppn27,cellulartelephone,0
488,e2,w_background,7,cellulartelephone,ppn27,cellulartelephone,1
488,e5,w_background,2,cellulartelephone,ppn27,cellulartelephone,1
488,e8,w_background,1,cellulartelephone,ppn27,cellulartelephone,1
496,e9,a_background,3,rockingchair,ppn27,chinacabinet,0
496,e6,a_background,2,chinacabinet,ppn27,chinacabinet,1
496,e3,a_background,9,rockingchair,ppn27,chinacabinet,0
496,e7,t_background,8,screen,ppn27,chinacabinet,0
496,e1,t_background,5,parkbench,ppn27,chinacabinet,0
496,e4,t_background,7,rockingchair,ppn27,chinacabinet,0
496,e5,w_background,6,chinacabinet,ppn27,chinacabinet,1
496,e8,w_background,1,chinacabinet,ppn27,chinacabinet,1
496,e2,w_background,4,chinacabinet,ppn27,chinacabinet,1
535,e3,a_background,5,mailbox,ppn27,dishwasher,0
535,e9,a_background,1,screen,ppn27,dishwasher,0
535,e6,a_background,3,laptop,ppn27,dishwasher,0
535,e7,t_background,2,parkbench,ppn27,dishwasher,0
535,e4,t_background,4,acousticguitar,ppn27,dishwasher,0
535,e1,t_background,9,tablelamp,ppn27,dishwasher,0
535,e2,w_background,8,grandpiano,ppn27,dishwasher,0
535,e5,w_background,6,mailbox,ppn27,dishwasher,0
535,e8,w_background,7,laptop,ppn27,dishwasher,0
580,e9,a_background,5,grandpiano,ppn27,grandpiano,1
580,e3,a_background,8,grandpiano,ppn27,grandpiano,1
580,e6,a_background,1,grandpiano,ppn27,grandpiano,1
580,e4,t_background,7,tablelamp,ppn27,grandpiano,0
580,e1,t_background,9,printer,ppn27,grandpiano,0
580,e7,t_background,6,cab,ppn27,grandpiano,0
580,e5,w_background,2,grandpiano,ppn27,grandpiano,1
580,e8,w_background,4,grandpiano,ppn27,grandpiano,1
580,e2,w_background,3,grandpiano,ppn27,grandpiano,1
621,e6,a_background,1,laptop,ppn27,laptop,1
621,e9,a_background,7,laptop,ppn27,laptop,1
621,e3,a_background,8,canoe,ppn27,laptop,0
621,e1,t_background,5,laptop,ppn27,laptop,1
621,e4,t_background,4,laptop,ppn27,laptop,1
621,e7,t_background,9,screen,ppn27,laptop,0
621,e5,w_background,2,laptop,ppn27,laptop,1
621,e8,w_background,3,laptop,ppn27,laptop,1
621,e2,w_background,6,laptop,ppn27,laptop,1
628,e3,a_background,4,limousine,ppn27,limousine,1
628,e6,a_background,8,limousine,ppn27,limousine,1
628,e9,a_background,6,limousine,ppn27,limousine,1
628,e1,t_background,2,limousine,ppn27,limousine,1
628,e7,t_background,3,speedboat,ppn27,limousine,0
628,e4,t_background,5,limousine,ppn27,limousine,1
628,e2,w_background,9,airliner,ppn27,limousine,0
628,e5,w_background,7,limousine,ppn27,limousine,1
628,e8,w_background,1,sportscar,ppn27,limousine,0
633,e3,a_background,9,bathtub,ppn27,loudspeaker,0
633,e9,a_background,5,printer,ppn27,loudspeaker,0
633,e6,a_background,1,screen,ppn27,loudspeaker,0
633,e1,t_background,6,loudspeaker,ppn27,loudspeaker,1
633,e4,t_background,8,screen,ppn27,loudspeaker,0
633,e7,t_background,7,chinacabinet,ppn27,loudspeaker,0
633,e2,w_background,4,loudspeaker,ppn27,loudspeaker,1
633,e5,w_background,3,loudspeaker,ppn27,loudspeaker,1
633,e8,w_background,2,loudspeaker,ppn27,loudspeaker,1
638,e9,a_background,6,mailbox,ppn27,mailbox,1
638,e3,a_background,2,mailbox,ppn27,mailbox,1
638,e6,a_background,3,loudspeaker,ppn27,mailbox,0
638,e4,t_background,5,chinacabinet,ppn27,mailbox,0
638,e7,t_background,9,rockingchair,ppn27,mailbox,0
638,e1,t_background,8,printer,ppn27,mailbox,0
638,e5,w_background,1,speedboat,ppn27,mailbox,0
638,e8,w_background,4,mailbox,ppn27,mailbox,1
638,e2,w_background,7,speedboat,ppn27,mailbox,0
651,e3,a_background,9,grandpiano,ppn27,microphone,0
651,e6,a_background,7,wallclock,ppn27,microphone,0
651,e9,a_background,3,wallclock,ppn27,microphone,0
651,e1,t_background,5,pirateship,ppn27,microphone,0
651,e7,t_background,4,cab,ppn27,microphone,0
651,e4,t_background,1,chinacabinet,ppn27,microphone,0
651,e8,w_background,8,remote,ppn27,microphone,0
651,e5,w_background,6,microphone,ppn27,microphone,1
651,e2,w_background,2,microphone,ppn27,microphone,1
652,e3,a_background,6,speedboat,ppn27,microwave,0
652,e6,a_background,3,remote,ppn27,microwave,0
652,e9,a_background,8,microwave,ppn27,microwave,1
652,e7,t_background,4,microwave,ppn27,microwave,1
652,e4,t_background,7,microwave,ppn27,microwave,1
652,e1,t_background,2,microwave,ppn27,microwave,1
652,e8,w_background,1,microwave,ppn27,microwave,1
652,e2,w_background,5,microwave,ppn27,microwave,1
652,e5,w_background,9,microwave,ppn27,microwave,1
704,e6,a_background,1,acousticguitar,ppn27,parkbench,0
704,e3,a_background,8,parkbench,ppn27,parkbench,1
704,e9,a_background,3,loudspeaker,ppn27,parkbench,0
704,e7,t_background,9,cellulartelephone,ppn27,parkbench,0
704,e4,t_background,7,parkbench,ppn27,parkbench,1
704,e1,t_background,4,parkbench,ppn27,parkbench,1
704,e5,w_background,2,grandpiano,ppn27,parkbench,0
704,e8,w_background,5,parkbench,ppn27,parkbench,1
704,e2,w_background,6,mailbox,ppn27,parkbench,0
725,e9,a_background,4,sportscar,ppn27,pirateship,0
725,e3,a_background,1,loudspeaker,ppn27,pirateship,0
725,e6,a_background,5,birdhouse,ppn27,pirateship,0
