obj_code,exemplar,background,location_index,clicked,participant,correct_answer,corr_count
403,e1,a_background,2,remote,ppn11,acousticguitar,0
403,e2,w_background,4,airliner,ppn11,acousticguitar,0
403,e3,t_background,3,loudspeaker,ppn11,acousticguitar,0
403,e4,a_background,8,loudspeaker,ppn11,acousticguitar,0
403,e5,w_background,7,remote,ppn11,acousticguitar,0
403,e6,t_background,9,microphone,ppn11,acousticguitar,0
403,e7,a_background,1,remote,ppn11,acousticguitar,0
403,e8,w_background,5,acousticguitar,ppn11,acousticguitar,1
403,e9,t_background,6,pirateship,ppn11,acousticguitar,0
405,e1,a_background,8,tablelamp,ppn11,airliner,0
405,e2,w_background,6,airliner,ppn11,airliner,1
405,e3,t_background,5,limousine,ppn11,airliner,0
405,e4,a_background,1,tablelamp,ppn11,airliner,0
405,e5,w_background,7,airliner,ppn11,airliner,1
405,e6,t_background,2,airliner,ppn11,airliner,1
405,e7,a_background,4,cab,ppn11,airliner,0
405,e8,w_background,9,airliner,ppn11,airliner,1
405,e9,t_background,3,airliner,ppn11,airliner,1
436,e1,a_background,8,parkbench,ppn11,bathtub,0
436,e2,w_background,9,laptop,ppn11,bathtub,0
436,e3,t_background,4,bathtub,ppn11,bathtub,1
436,e4,a_background,5,parkbench,ppn11,bathtub,0
436,e5,w_background,1,parkbench,ppn11,bathtub,0
436,e6,t_background,3,bathtub,ppn11,bathtub,1
436,e7,a_background,7,cellulartelephone,ppn11,bathtub,0
436,e8,w_background,2,grandpiano,ppn11,bathtub,0
436,e9,t_background,6,screen,ppn11,bathtub,0
449,e1,a_background,2,chinacabinet,ppn11,birdhouse,0
449,e2,w_background,6,loudspeaker,ppn11,birdhouse,0
449,e3,t_background,3,remote,ppn11,birdhouse,0
449,e4,a_background,4,microphone,ppn11,birdhouse,0
449,e5,w_background,5,remote,ppn11,birdhouse,0
449,e6,t_background,8,rockingchair,ppn11,birdhouse,0
449,e7,a_background,9,laptop,ppn11,birdhouse,0
449,e8,w_background,7,remote,ppn11,birdhouse,0
449,e9,t_background,1,grandpiano,ppn11,birdhouse,0
469,e1,a_background,4,limousine,ppn11,cab,0
469,e2,w_background,5,sportscar,ppn11,cab,0
469,e3,t_background,6,limousine,ppn11,cab,0
469,e4,a_background,8,chinacabinet,ppn11,cab,0
469,e5,w_background,9,rockingchair,ppn11,cab,0
469,e6,t_background,2,parkbench,ppn11,cab,0
469,e7,a_background,3,cellulartelephone,ppn11,cab,0
469,e8,w_background,1,laptop,ppn11,cab,0
469,e9,t_background,7,sportscar,ppn11,cab,0
473,e1,a_background,2,pirateship,ppn11,canoe,0
473,e2,w_background,7,pirateship,ppn11,canoe,0
473,e3,t_background,6,canoe,ppn11,canoe,1
473,e4,a_background,3,laptop,ppn11,canoe,0
473,e5,w_background,4,chinacabinet,ppn11,canoe,0
473,e6,t_background,8,dishwasher,ppn11,canoe,0
473,e7,a_background,9,mailbox,ppn11,canoe,0
473,e8,w_background,5,limousine,ppn11,canoe,0
473,e9,t_background,1,grandpiano,ppn11,canoe,0
488,e1,a_background,4,microphone,ppn11,cellulartelephone,0
488,e2,w_background,5,cellulartelephone,ppn11,cellulartelephone,1
488,e3,t_background,2,bathtub,ppn11,cellulartelephone,0
488,e4,a_background,9,canoe,ppn11,cellulartelephone,0
488,e5,w_background,8,chinacabinet,ppn11,cellulartelephone,0
488,e6,t_background,3,loudspeaker,ppn11,cellulartelephone,0
488,e7,a_background,6,cab,ppn11,cellulartelephone,0
488,e8,w_background,7,cellulartelephone,ppn11,cellulartelephone,1
488,e9,t_background,1,chinacabinet,ppn11,cellulartelephone,0
496,e1,a_background,5,canoe,ppn11,chinacabinet,0
496,e2,w_background,2,chinacabinet,ppn11,chinacabinet,1
496,e3,t_background,1,sportscar,ppn11,chinacabinet,0
496,e4,a_background,7,dishwasher,ppn11,chinacabinet,0
496,e5,w_background,8,chinacabinet,ppn11,chinacabinet,1
496,e6,t_background,9,parkbench,ppn11,chinacabinet,0
496,e7,a_background,3,printer,ppn11,chinacabinet,0
496,e8,w_background,4,chinacabinet,ppn11,chinacabinet,1
496,e9,t_background,6,rockingchair,ppn11,chinacabinet,0
535,e1,a_background,9,wallclock,ppn11,dishwasher,0
535,e2,w_background,7,sportscar,ppn11,dishwasher,0
535,e3,t_background,8,chinacabinet,ppn11,dishwasher,0
535,e4,a_background,1,parkbench,ppn11,dishwasher,0
535,e5,w_background,5,screen,ppn11,dishwasher,0
535,e6,t_background,3,airliner,ppn11,dishwasher,0
535,e7,a_background,6,laptop,ppn11,dishwasher,0
535,e8,w_background,4,laptop,ppn11,dishwasher,0
535,e9,t_background,2,sportscar,ppn11,dishwasher,0
580,e1,a_background,4,speedboat,ppn11,grandpiano,0
580,e2,w_background,3,grandpiano,ppn11,grandpiano,1
580,e3,t_background,8,bathtub,ppn11,grandpiano,0
580,e4,a_background,7,chinacabinet,ppn11,grandpiano,0
580,e5,w_background,1,grandpiano,ppn11,grandpiano,1
580,e6,t_background,6,parkbench,ppn11,grandpiano,0
580,e7,a_background,5,parkbench,ppn11,grandpiano,0
580,e8,w_background,2,cellulartelephone,ppn11,grandpiano,0
580,e9,t_background,9,wallclock,ppn11,grandpiano,0
621,e1,a_background,1,acousticguitar,ppn11,laptop,0
621,e2,w_background,5,chinacabinet,ppn11,laptop,0
621,e3,t_background,6,birdhouse,ppn11,laptop,0
621,e4,a_background,8,remote,ppn11,laptop,0
621,e5,w_background,3,laptop,ppn11,laptop,1
621,e6,t_background,7,bathtub,ppn11,laptop,0
621,e7,a_background,9,screen,ppn11,laptop,0
621,e8,w_background,2,laptop,ppn11,laptop,1
621,e9,t_background,4,rockingchair,ppn11,laptop,0
628,e1,a_background,2,sportscar,ppn11,limousine,0
628,e2,w_background,7,sportscar,ppn11,limousine,0
628,e3,t_background,6,parkbench,ppn11,limousine,0
628,e4,a_background,1,speedboat,ppn11,limousine,0
628,e5,w_background,9,grandpiano,ppn11,limousine,0
628,e6,t_background,3,grandpiano,ppn11,limousine,0
628,e7,a_background,8,chinacabinet,ppn11,limousine,0
628,e8,w_background,5,parkbench,ppn11,limousine,0
628,e9,t_background,4,sportscar,ppn11,limousine,0
633,e1,a_background,5,remote,ppn11,loudspeaker,0
