obj_code,exemplar,background,location_index,clicked,participant,correct_answer,corr_count
403,e7,a_background,3,acousticguitar,ppn29,acousticguitar,1
403,e4,a_background,9,screen,ppn29,acousticguitar,0
403,e1,a_background,6,acousticguitar,ppn29,acousticguitar,1
403,e6,t_background,2,acousticguitar,ppn29,acousticguitar,1
403,e9,t_background,1,canoe,ppn29,acousticguitar,0
403,e3,t_background,8,acousticguitar,ppn29,acousticguitar,1
403,e8,w_background,5,acousticguitar,ppn29,acousticguitar,1
403,e5,w_background,7,acousticguitar,ppn29,acousticguitar,1
403,e2,w_background,4,microphone,ppn29,acousticguitar,0
405,e7,a_background,1,tablelamp,ppn29,airliner,0
405,e1,a_background,4,wallclock,ppn29,airliner,0
405,e4,a_background,7,sportscar,ppn29,airliner,0
405,e9,t_background,3,airliner,ppn29,airliner,1
405,e3,t_background,6,airliner,ppn29,airliner,1
405,e6,t_background,9,airliner,ppn29,airliner,1
405,e2,w_background,5,airliner,ppn29,airliner,1
405,e8,w_background,2,airliner,ppn29,airliner,1
405,e5,w_background,8,airliner,ppn29,airliner,1
436,e7,a_background,5,bathtub,ppn29,bathtub,1
436,e4,a_background,4,bathtub,ppn29,bathtub,1
436,e1,a_background,7,mailbox,ppn29,bathtub,0
436,e6,t_background,3,bathtub,ppn29,bathtub,1
436,e3,t_background,2,screen,ppn29,bathtub,0
436,e9,t_background,6,bathtub,ppn29,bathtub,1
436,e5,w_background,9,parkbench,ppn29,bathtub,0
436,e2,w_background,1,bathtub,ppn29,bathtub,1
436,e8,w_background,8,bathtub,ppn29,bathtub,1
449,e1,a_background,8,birdhouse,ppn29,birdhouse,1
449,e4,a_background,1,wallclock,ppn29,birdhouse,0
449,e7,a_background,6,birdhouse,ppn29,birdhouse,1
449,e6,t_background,2,birdhouse,ppn29,birdhouse,1
449,e9,t_background,3,parkbench,ppn29,birdhouse,0
449,e3,t_background,4,birdhouse,ppn29,birdhouse,1
449,e5,w_background,5,birdhouse,ppn29,birdhouse,1
449,e8,w_background,9,birdhouse,ppn29,birdhouse,1
449,e2,w_background,7,birdhouse,ppn29,birdhouse,1
469,e1,a_background,5,cab,ppn29,cab,1
469,e7,a_background,4,cab,ppn29,cab,1
469,e4,a_background,3,cab,ppn29,cab,1
469,e6,t_background,2,cab,ppn29,cab,1
469,e9,t_background,1,cab,ppn29,cab,1
469,e3,t_background,6,cab,ppn29,cab,1
469,e5,w_background,9,cab,ppn29,cab,1
469,e2,w_background,8,cab,ppn29,cab,1
469,e8,w_background,7,cab,ppn29,cab,1
473,e4,a_background,9,sportscar,ppn29,canoe,0
473,e7,a_background,5,canoe,ppn29,canoe,1
473,e1,a_background,2,wallclock,ppn29,canoe,0
473,e6,t_background,7,canoe,ppn29,canoe,1
473,e9,t_background,8,cab,ppn29,canoe,0
473,e3,t_background,4,canoe,ppn29,canoe,1
473,e2,w_background,1,canoe,ppn29,canoe,1
473,e5,w_background,3,cab,ppn29,canoe,0
473,e8,w_background,6,canoe,ppn29,canoe,1
488,e1,a_background,9,cellulartelephone,ppn29,cellulartelephone,1
488,e4,a_background,3,microphone,ppn29,cellulartelephone,0
488,e7,a_background,8,laptop,ppn29,cellulartelephone,0
488,e9,t_background,4,cellulartelephone,ppn29,cellulartelephone,1
488,e3,t_background,6,cellulartelephone,ppn29,cellulartelephone,1
488,e6,t_background,5,screen,ppn29,cellulartelephone,0
488,e5,w_background,2,cellulartelephone,ppn29,cellulartelephone,1
488,e2,w_background,7,cellulartelephone,ppn29,cellulartelephone,1
488,e8,w_background,1,cellulartelephone,ppn29,cellulartelephone,1
496,e7,a_background,8,screen,ppn29,chinacabinet,0
496,e1,a_background,5,chinacabinet,ppn29,chinacabinet,1
496,e4,a_background,7,screen,ppn29,chinacabinet,0
496,e9,t_background,3,wallclock,ppn29,chinacabinet,0
496,e6,t_background,2,wallclock,ppn29,chinacabinet,0
496,e3,t_background,9,tablelamp,ppn29,chinacabinet,0
496,e5,w_background,6,wallclock,ppn29,chinacabinet,0
496,e2,w_background,4,chinacabinet,ppn29,chinacabinet,1
496,e8,w_background,1,chinacabinet,ppn29,chinacabinet,1
535,e4,a_background,4,screen,ppn29,dishwasher,0
535,e7,a_background,2,rockingchair,ppn29,dishwasher,0
535,e1,a_background,9,laptop,ppn29,dishwasher,0
535,e6,t_background,3,screen,ppn29,dishwasher,0
535,e3,t_background,5,dishwasher,ppn29,dishwasher,1
535,e9,t_background,1,tablelamp,ppn29,dishwasher,0
535,e8,w_background,7,loudspeaker,ppn29,dishwasher,0
535,e5,w_background,6,microwave,ppn29,dishwasher,0
535,e2,w_background,8,loudspeaker,ppn29,dishwasher,0
580,e7,a_background,6,screen,ppn29,grandpiano,0
580,e1,a_background,9,rockingchair,ppn29,grandpiano,0
580,e4,a_background,7,parkbench,ppn29,grandpiano,0
580,e6,t_background,1,laptop,ppn29,grandpiano,0
580,e9,t_background,5,remote,ppn29,grandpiano,0
580,e3,t_background,8,laptop,ppn29,grandpiano,0
580,e5,w_background,2,grandpiano,ppn29,grandpiano,1
580,e2,w_background,3,sportscar,ppn29,grandpiano,0
580,e8,w_background,4,grandpiano,ppn29,grandpiano,1
621,e1,a_background,5,laptop,ppn29,laptop,1
621,e7,a_background,9,laptop,ppn29,laptop,1
621,e4,a_background,4,screen,ppn29,laptop,0
621,e9,t_background,7,laptop,ppn29,laptop,1
621,e3,t_background,8,laptop,ppn29,laptop,1
621,e6,t_background,1,laptop,ppn29,laptop,1
621,e5,w_background,2,laptop,ppn29,laptop,1
621,e2,w_background,6,laptop,ppn29,laptop,1
621,e8,w_background,3,laptop,ppn29,laptop,1
628,e1,a_background,2,limousine,ppn29,limousine,1
628,e4,a_background,5,limousine,ppn29,limousine,1
628,e7,a_background,3,cab,ppn29,limousine,0
628,e9,t_background,6,sportscar,ppn29,limousine,0
628,e3,t_background,4,limousine,ppn29,limousine,1
628,e6,t_background,8,limousine,ppn29,limousine,1
628,e2,w_background,9,sportscar,ppn29,limousine,0
628,e8,w_background,1,sportscar,ppn29,limousine,0
628,e5,w_background,7,sportscar,ppn29,limousine,0
633,e4,a_background,8,chinacabinet,ppn29,loudspeaker,0
633,e1,a_background,6,loudspeaker,ppn29,loudspeaker,1
633,e7,a_background,7,bathtub,ppn29,loudspeaker,0
633,e6,t_background,1,microwave,ppn29,loudspeaker,0
633,e9,t_background,5,loudspeaker,ppn29,loudspeaker,1
633,e3,t_background,9,loudspeaker,ppn29,loudspeaker,1
633,e8,w_background,2,loudspeaker,ppn29,loudspeaker,1
633,e5,w_background,3,birdhouse,ppn29,loudspeaker,0
633,e2,w_background,4,loudspeaker,ppn29,loudspeaker,1
638,e4,a_background,5,mailbox,ppn29,mailbox,1
638,e7,a_background,9,screen,ppn29,mailbox,0
638,e1,a_background,8,mailbox,ppn29,mailbox,1
638,e9,t_background,6,microphone,ppn29,mailbox,0
638,e3,t_background,2,laptop,ppn29,mailbox,0
638,e6,t_background,3,parkbench,ppn29,mailbox,0
638,e2,w_background,7,mailbox,ppn29,mailbox,1
638,e5,w_background,1,birdhouse,ppn29,mailbox,0
638,e8,w_background,4,mailbox,ppn29,mailbox,1
651,e7,a_background,4,screen,ppn29,microphone,0
651,e4,a_background,1,canoe,ppn29,microphone,0
651,e1,a_background,5,canoe,ppn29,microphone,0
651,e9,t_background,3,loudspeaker,ppn29,microphone,0
651,e6,t_background,7,bathtub,ppn29,microphone,0
651,e3,t_background,9,tablelamp,ppn29,microphone,0
651,e2,w_background,2,tablelamp,ppn29,microphone,0
651,e5,w_background,6,microphone,ppn29,microphone,1
651,e8,w_background,8,remote,ppn29,microphone,0
652,e7,a_background,4,laptop,ppn29,microwave,0
652,e4,a_background,7,microwave,ppn29,microwave,1
652,e1,a_background,2,screen,ppn29,microwave,0
652,e9,t_background,8,microwave,ppn29,microwave,1
652,e6,t_background,3,bathtub,ppn29,microwave,0
652,e3,t_background,6,screen,ppn29,microwave,0
652,e8,w_background,1,printer,ppn29,microwave,0
652,e5,w_background,9,laptop,ppn29,microwave,0
652,e2,w_background,5,microwave,ppn29,microwave,1
704,e1,a_background,4,sportscar,ppn29,parkbench,0
704,e7,a_background,9,parkbench,ppn29,parkbench,1
704,e4,a_background,7,rockingchair,ppn29,parkbench,0
704,e6,t_background,1,screen,ppn29,parkbench,0
704,e3,t_background,8,parkbench,ppn29,parkbench,1
704,e9,t_background,3,sportscar,ppn29,parkbench,0
704,e2,w_background,6,parkbench,ppn29,parkbench,1
704,e5,w_background,2,tablelamp,ppn29,parkbench,0
704,e8,w_background,5,parkbench,ppn29,parkbench,1
725,e1,a_background,6,tablelamp,ppn29,pirateship,0
725,e7,a_background,9,tablelamp,ppn29,pirateship,0
725,e4,a_background,8,pirateship,ppn29,pirateship,1
725,e9,t_background,4,pirateship,ppn29,pirateship,1
725,e3,t_background,1,pirateship,ppn29,pirateship,1
725,e6,t_background,5,pirateship,ppn29,pirateship,1
725,e8,w_background,2,pirateship,ppn29,pirateship,1
725,e2,w_background,7,pirateship,ppn29,pirateship,1
725,e5,w_background,3,pirateship,ppn29,pirateship,1
743,e4,a_background,1,screen,ppn29,printer,0
743,e1,a_background,7,screen,ppn29,printer,0
743,e7,a_background,6,wallclock,ppn29,printer,0
743,e6,t_background,3,tablelamp,ppn29,printer,0
743,e9,t_background,8,tablelamp,ppn29,printer,0
743,e3,t_background,4,printer,ppn29,printer,1
743,e2,w_background,2,grandpiano,ppn29,printer,0
743,e8,w_background,5,printer,ppn29,printer,1
743,e5,w_background,9,dishwasher,ppn29,printer,0
762,e1,a_background,6,microphone,ppn29,remote,0
762,e4,a_background,7,birdhouse,ppn29,remote,0
762,e7,a_background,3,screen,ppn29,remote,0
762,e3,t_background,5,remote,ppn29,remote,1
762,e9,t_background,9,printer,ppn29,remote,0
762,e6,t_background,8,wallclock,ppn29,remote,0
762,e5,w_background,1,remote,ppn29,remote,1
762,e2,w_background,4,birdhouse,ppn29,remote,0
762,e8,w_background,2,remote,ppn29,remote,1
766,e1,a_background,9,screen,ppn29,rockingchair,0
766,e7,a_background,7,rockingchair,ppn29,rockingchair,1
766,e4,a_background,8,acousticguitar,ppn29,rockingchair,0
766,e3,t_background,2,acousticguitar,ppn29,rockingchair,0
766,e9,t_background,5,tablelamp,ppn29,rockingchair,0
766,e6,t_background,3,screen,ppn29,rockingchair,0
766,e8,w_background,6,rockingchair,ppn29,rockingchair,1
766,e5,w_background,4,rockingchair,ppn29,rockingchair,1
766,e2,w_background,1,rockingchair,ppn29,rockingchair,1
780,e4,a_background,7,screen,ppn29,schoolbus,0
780,e1,a_background,3,cab,ppn29,schoolbus,0
780,e7,a_background,9,schoolbus,ppn29,schoolbus,1
780,e6,t_background,4,cab,ppn29,schoolbus,0
780,e9,t_background,5,schoolbus,ppn29,schoolbus,1
780,e3,t_background,6,cab,ppn29,schoolbus,0
780,e2,w_background,1,cab,ppn29,schoolbus,0
780,e8,w_background,2,cab,ppn29,schoolbus,0
780,e5,w_background,8,canoe,ppn29,schoolbus,0
783,e4,a_background,2,screen,ppn29,screen,1
783,e7,a_background,8,birdhouse,ppn29,screen,0
783,e1,a_background,9,screen,ppn29,screen,1
783,e3,t_background,4,screen,ppn29,screen,1
783,e6,t_background,1,mailbox,ppn29,screen,0
783,e9,t_background,5,screen,ppn29,screen,1
783,e2,w_background,7,screen,ppn29,screen,1
783,e8,w_background,3,dishwasher,ppn29,screen,0
783,e5,w_background,6,screen,ppn29,screen,1
815,e4,a_background,9,bathtub,ppn29,speedboat,0
815,e7,a_background,1,cab,ppn29,speedboat,0
815,e1,a_background,3,sportscar,ppn29,speedboat,0
815,e3,t_background,7,screen,ppn29,speedboat,0
815,e6,t_background,8,canoe,ppn29,speedboat,0
815,e9,t_background,2,screen,ppn29,speedboat,0
815,e5,w_background,5,speedboat,ppn29,speedboat,1
815,e2,w_background,4,speedboat,ppn29,speedboat,1
815,e8,w_background,6,speedboat,ppn29,speedboat,1
