obj_code,exemplar,background,location_index,clicked,participant,correct_answer,corr_count
403,e1,a_background,2,acousticguitar,ppn12,acousticguitar,1
403,e4,a_background,8,acousticguitar,ppn12,acousticguitar,1
403,e7,a_background,1,tablelamp,ppn12,acousticguitar,0
403,e2,t_background,4,laptop,ppn12,acousticguitar,0
403,e8,t_background,5,acousticguitar,ppn12,acousticguitar,1
403,e5,t_background,7,screen,ppn12,acousticguitar,0
403,e9,w_background,6,acousticguitar,ppn12,acousticguitar,1
403,e6,w_background,9,acousticguitar,ppn12,acousticguitar,1
403,e3,w_background,3,acousticguitar,ppn12,acousticguitar,1
405,e7,a_background,4,airliner,ppn12,airliner,1
405,e4,a_background,1,chinacabinet,ppn12,airliner,0
405,e1,a_background,8,rockingchair,ppn12,airliner,0
405,e5,t_background,7,airliner,ppn12,airliner,1
405,e8,t_background,9,airliner,ppn12,airliner,1
405,e2,t_background,6,cab,ppn12,airliner,0
405,e3,w_background,5,airliner,ppn12,airliner,1
405,e9,w_background,3,airliner,ppn12,airliner,1
405,e6,w_background,2,airliner,ppn12,airliner,1
436,e1,a_background,8,printer,ppn12,bathtub,0
436,e7,a_background,7,bathtub,ppn12,bathtub,1
436,e4,a_background,5,bathtub,ppn12,bathtub,1
436,e8,t_background,2,pirateship,ppn12,bathtub,0
436,e2,t_background,9,pirateship,ppn12,bathtub,0
436,e5,t_background,1,schoolbus,ppn12,bathtub,0
436,e6,w_background,3,loudspeaker,ppn12,bathtub,0
436,e9,w_background,6,bathtub,ppn12,bathtub,1
436,e3,w_background,4,bathtub,ppn12,bathtub,1
449,e7,a_background,9,birdhouse,ppn12,birdhouse,1
449,e4,a_background,4,tablelamp,ppn12,birdhouse,0
449,e1,a_background,2,screen,ppn12,birdhouse,0
449,e2,t_background,6,microphone,ppn12,birdhouse,0
449,e8,t_background,7,birdhouse,ppn12,birdhouse,1
449,e5,t_background,5,birdhouse,ppn12,birdhouse,1
449,e3,w_background,3,birdhouse,ppn12,birdhouse,1
449,e9,w_background,1,schoolbus,ppn12,birdhouse,0
449,e6,w_background,8,microphone,ppn12,birdhouse,0
469,e4,a_background,8,cab,ppn12,cab,1
469,e1,a_background,4,canoe,ppn12,cab,0
469,e7,a_background,3,tablelamp,ppn12,cab,0
469,e8,t_background,1,cab,ppn12,cab,1
469,e5,t_background,9,cab,ppn12,cab,1
469,e2,t_background,5,cab,ppn12,cab,1
469,e9,w_background,7,cab,ppn12,cab,1
469,e3,w_background,6,cab,ppn12,cab,1
469,e6,w_background,2,cab,ppn12,cab,1
473,e1,a_background,2,chinacabinet,ppn12,canoe,0
473,e4,a_background,3,tablelamp,ppn12,canoe,0
473,e7,a_background,9,speedboat,ppn12,canoe,0
473,e5,t_background,4,speedboat,ppn12,canoe,0
473,e2,t_background,7,speedboat,ppn12,canoe,0
473,e8,t_background,5,speedboat,ppn12,canoe,0
473,e9,w_background,1,cab,ppn12,canoe,0
473,e6,w_background,8,speedboat,ppn12,canoe,0
473,e3,w_background,6,speedboat,ppn12,canoe,0
488,e4,a_background,9,printer,ppn12,cellulartelephone,0
488,e1,a_background,4,cellulartelephone,ppn12,cellulartelephone,1
488,e7,a_background,6,laptop,ppn12,cellulartelephone,0
488,e8,t_background,7,cellulartelephone,ppn12,cellulartelephone,1
