obj_code,exemplar,background,location_index,clicked,participant,correct_answer,corr_count
403,e6,a_background,9,acousticguitar,ppn9,acousticguitar,1
403,e9,a_background,6,speedboat,ppn9,acousticguitar,0
403,e3,a_background,3,acousticguitar,ppn9,acousticguitar,1
403,e7,t_background,1,acousticguitar,ppn9,acousticguitar,1
403,e4,t_background,8,birdhouse,ppn9,acousticguitar,0
403,e1,t_background,2,acousticguitar,ppn9,acousticguitar,1
403,e5,w_background,7,acousticguitar,ppn9,acousticguitar,1
403,e8,w_background,5,acousticguitar,ppn9,acousticguitar,1
403,e2,w_background,4,acousticguitar,ppn9,acousticguitar,1
405,e6,a_background,2,wallclock,ppn9,airliner,0
405,e3,a_background,5,airliner,ppn9,airliner,1
405,e9,a_background,3,tablelamp,ppn9,airliner,0
405,e1,t_background,8,airliner,ppn9,airliner,1
405,e7,t_background,4,airliner,ppn9,airliner,1
405,e4,t_background,1,airliner,ppn9,airliner,1
405,e8,w_background,9,airliner,ppn9,airliner,1
405,e5,w_background,7,airliner,ppn9,airliner,1
405,e2,w_background,6,airliner,ppn9,airliner,1
436,e6,a_background,3,airliner,ppn9,bathtub,0
436,e9,a_background,6,speedboat,ppn9,bathtub,0
436,e3,a_background,4,speedboat,ppn9,bathtub,0
436,e1,t_background,8,tablelamp,ppn9,bathtub,0
436,e7,t_background,7,bathtub,ppn9,bathtub,1
436,e4,t_background,5,bathtub,ppn9,bathtub,1
436,e5,w_background,1,bathtub,ppn9,bathtub,1
436,e2,w_background,9,bathtub,ppn9,bathtub,1
436,e8,w_background,2,bathtub,ppn9,bathtub,1
449,e3,a_background,3,airliner,ppn9,birdhouse,0
449,e6,a_background,8,rockingchair,ppn9,birdhouse,0
449,e9,a_background,1,printer,ppn9,birdhouse,0
449,e4,t_background,4,birdhouse,ppn9,birdhouse,1
449,e7,t_background,9,birdhouse,ppn9,birdhouse,1
449,e1,t_background,2,birdhouse,ppn9,birdhouse,1
449,e8,w_background,7,tablelamp,ppn9,birdhouse,0
449,e5,w_background,5,chinacabinet,ppn9,birdhouse,0
449,e2,w_background,6,birdhouse,ppn9,birdhouse,1
469,e6,a_background,2,printer,ppn9,cab,0
469,e3,a_background,6,chinacabinet,ppn9,cab,0
469,e9,a_background,7,cab,ppn9,cab,1
469,e4,t_background,8,cab,ppn9,cab,1
469,e7,t_background,3,cab,ppn9,cab,1
469,e1,t_background,4,cab,ppn9,cab,1
469,e2,w_background,5,cab,ppn9,cab,1
469,e8,w_background,1,cab,ppn9,cab,1
469,e5,w_background,9,cab,ppn9,cab,1
473,e9,a_background,1,acousticguitar,ppn9,canoe,0
