obj_code,exemplar,background,location_index,clicked,participant,correct_answer,corr_count
403,e1,a_background,6,mailbox,ppn37,acousticguitar,0
403,e7,a_background,2,acousticguitar,ppn37,acousticguitar,1
403,e4,a_background,1,pirateship,ppn37,acousticguitar,0
403,e9,t_background,8,acousticguitar,ppn37,acousticguitar,1
403,e3,t_background,5,acousticguitar,ppn37,acousticguitar,1
403,e6,t_background,3,microwave,ppn37,acousticguitar,0
403,e8,w_background,9,acousticguitar,ppn37,acousticguitar,1
403,e5,w_background,4,microphone,ppn37,acousticguitar,0
403,e2,w_background,7,microphone,ppn37,acousticguitar,0
405,e4,a_background,6,rockingchair,ppn37,airliner,0
405,e7,a_background,9,tablelamp,ppn37,airliner,0
405,e1,a_background,4,microphone,ppn37,airliner,0
405,e3,t_background,1,airliner,ppn37,airliner,1
405,e6,t_background,2,airliner,ppn37,airliner,1
405,e9,t_background,5,canoe,ppn37,airliner,0
405,e8,w_background,8,airliner,ppn37,airliner,1
405,e5,w_background,7,airliner,ppn37,airliner,1
405,e2,w_background,3,airliner,ppn37,airliner,1
436,e7,a_background,9,bathtub,ppn37,bathtub,1
436,e4,a_background,1,grandpiano,ppn37,bathtub,0
436,e1,a_background,2,screen,ppn37,bathtub,0
436,e9,t_background,5,remote,ppn37,bathtub,0
436,e3,t_background,3,wallclock,ppn37,bathtub,0
436,e6,t_background,6,loudspeaker,ppn37,bathtub,0
436,e8,w_background,7,bathtub,ppn37,bathtub,1
436,e5,w_background,8,bathtub,ppn37,bathtub,1
436,e2,w_background,4,bathtub,ppn37,bathtub,1
449,e7,a_background,7,chinacabinet,ppn37,birdhouse,0
449,e4,a_background,4,microwave,ppn37,birdhouse,0
449,e1,a_background,8,tablelamp,ppn37,birdhouse,0
449,e3,t_background,9,sportscar,ppn37,birdhouse,0
449,e9,t_background,2,microwave,ppn37,birdhouse,0
449,e6,t_background,5,pirateship,ppn37,birdhouse,0
449,e5,w_background,3,loudspeaker,ppn37,birdhouse,0
